p2.16xlarge,16
p2.8xlarge,8
p3.16xlarge,8
p3dn.24xlarge,8
g2.8xlarge,4
g3.16xlarge,4
p3.8xlarge,4
g3.8xlarge,2
g2.2xlarge,1
g3.4xlarge,1
g3s.xlarge,1
p2.xlarge,1
p3.2xlarge,1
a1.2xlarge,0
a1.4xlarge,0
a1.large,0
a1.medium,0
a1.xlarge,0
c1.medium,0
c1.xlarge,0
c3.2xlarge,0
c3.4xlarge,0
c3.8xlarge,0
c3.large,0
c3.xlarge,0
c4.2xlarge,0
c4.4xlarge,0
c4.8xlarge,0
c4.large,0
c4.xlarge,0
c5.18xlarge,0
c5.2xlarge,0
c5.4xlarge,0
c5.9xlarge,0
c5.large,0
c5.xlarge,0
c5d.18xlarge,0
c5d.2xlarge,0
c5d.4xlarge,0
c5d.9xlarge,0
c5d.large,0
c5d.xlarge,0
c5n.18xlarge,0
c5n.2xlarge,0
c5n.4xlarge,0
c5n.9xlarge,0
c5n.large,0
c5n.xlarge,0
cc2.8xlarge,0
cr1.8xlarge,0
d2.2xlarge,0
d2.4xlarge,0
d2.8xlarge,0
d2.xlarge,0
f1.16xlarge,0
f1.2xlarge,0
f1.4xlarge,0
h1.16xlarge,0
h1.2xlarge,0
h1.4xlarge,0
h1.8xlarge,0
hs1.8xlarge,0
i2.2xlarge,0
i2.4xlarge,0
i2.8xlarge,0
i2.xlarge,0
i3.16xlarge,0
i3.2xlarge,0
i3.4xlarge,0
i3.8xlarge,0
i3.large,0
i3.metal,0
i3.xlarge,0
m1.large,0
m1.medium,0
m1.small,0
m1.xlarge,0
m2.2xlarge,0
m2.4xlarge,0
m2.xlarge,0
m3.2xlarge,0
m3.large,0
m3.medium,0
m3.xlarge,0
m4.10xlarge,0
m4.16xlarge,0
m4.2xlarge,0
m4.4xlarge,0
m4.large,0
m4.xlarge,0
m5.12xlarge,0
m5.24xlarge,0
m5.2xlarge,0
m5.4xlarge,0
m5.large,0
m5.metal,0
m5.xlarge,0
m5a.12xlarge,0
m5a.24xlarge,0
m5a.2xlarge,0
m5a.4xlarge,0
m5a.large,0
m5a.xlarge,0
m5ad.12xlarge,0
m5ad.24xlarge,0
m5ad.2xlarge,0
m5ad.4xlarge,0
m5ad.large,0
m5ad.xlarge,0
m5d.12xlarge,0
m5d.24xlarge,0
m5d.2xlarge,0
m5d.4xlarge,0
m5d.large,0
m5d.metal,0
m5d.xlarge,0
r3.2xlarge,0
r3.4xlarge,0
r3.8xlarge,0
r3.large,0
r3.xlarge,0
r4.16xlarge,0
r4.2xlarge,0
r4.4xlarge,0
r4.8xlarge,0
r4.large,0
r4.xlarge,0
r5.12xlarge,0
r5.24xlarge,0
r5.2xlarge,0
r5.4xlarge,0
r5.large,0
r5.metal,0
r5.xlarge,0
r5a.12xlarge,0
r5a.24xlarge,0
r5a.2xlarge,0
r5a.4xlarge,0
r5a.large,0
r5a.xlarge,0
r5ad.12xlarge,0
r5ad.24xlarge,0
r5ad.2xlarge,0
r5ad.4xlarge,0
r5ad.large,0
r5ad.xlarge,0
r5d.12xlarge,0
r5d.24xlarge,0
r5d.2xlarge,0
r5d.4xlarge,0
r5d.large,0
r5d.metal,0
r5d.xlarge,0
t1.micro,0
t2.2xlarge,0
t2.large,0
t2.medium,0
t2.micro,0
t2.nano,0
t2.small,0
t2.xlarge,0
t3.2xlarge,0
t3.large,0
t3.medium,0
t3.micro,0
t3.nano,0
t3.small,0
t3.xlarge,0
u-12tb1.metal,0
u-6tb1.metal,0
u-9tb1.metal,0
x1.16xlarge,0
x1.32xlarge,0
x1e.16xlarge,0
x1e.2xlarge,0
x1e.32xlarge,0
x1e.4xlarge,0
x1e.8xlarge,0
x1e.xlarge,0
z1d.12xlarge,0
z1d.2xlarge,0
z1d.3xlarge,0
z1d.6xlarge,0
z1d.large,0
z1d.metal,0
z1d.xlarge,0
